idolId,accounts,onlyAccounts,tweets,favs,retweets
72,194,null,306,824,100
144,56,null,97,174,17
31,110,null,177,430,10
164,0,null,0,0,0
143,0,null,0,0,0
29,66,null,88,66,2
52,67,null,88,105,1
92,1663,null,2728,2707,134
127,0,null,0,0,0
54,0,null,0,0,0
104,432,null,734,1250,88
76,0,null,0,0,0
65,208,null,317,634,96
51,89,null,112,229,123
13,0,null,0,0,0
20,619,null,1221,2045,73
99,52,null,73,13,1
27,0,null,0,0,0
184,0,null,0,0,0
200,540,null,783,2635,222
6,1094,null,2337,6745,430
47,53,null,72,103,1
150,0,null,0,0,0
116,164,null,291,392,21
113,175,null,292,615,43
16,42,null,69,83,1
155,84,null,109,171,4
151,84,null,120,339,76
153,0,null,0,0,0
124,773,null,1387,5625,811
21,33,null,44,43,0
146,0,null,0,0,0
53,58,null,94,92,1
26,358,null,573,751,267
24,252,null,392,731,148
122,485,null,781,1633,29
12,0,null,0,0,0
9,213,null,390,1709,519
66,0,null,0,0,0
158,0,null,0,0,0
75,0,null,0,0,0
74,0,null,0,0,0
73,0,null,0,0,0
98,0,null,0,0,0
115,49,null,77,100,3
187,58,null,102,89,13
186,0,null,0,0,0
149,0,null,0,0,0
83,176,null,271,527,26
138,0,null,0,0,0
190,59,null,88,418,239
70,72,null,101,196,21
132,1149,null,1985,4473,304
48,119,null,205,586,64
55,895,null,1911,3848,517
58,365,null,565,1014,30
56,149,null,231,442,9
68,631,null,1119,2474,50
1001,0,null,0,0,0
102,26,null,38,103,36
57,441,null,857,3551,43
50,0,null,0,0,0
154,0,null,0,0,0
33,0,null,0,0,0
11,0,null,0,0,0
188,238,null,417,600,16
95,11,null,18,19,12
34,910,null,1598,2501,134
140,120,null,172,205,8
196,244,null,425,2021,138
49,86,null,129,197,11
89,0,null,0,0,0
59,0,null,0,0,0
15,0,null,0,0,0
80,0,null,0,0,0
105,0,null,0,0,0
198,0,null,0,0,0
141,67,null,100,12,1
162,952,null,1366,4442,769
5,0,null,0,0,0
120,0,null,0,0,0
110,28,null,44,39,2
67,0,null,0,0,0
1,0,null,0,0,0
195,106,null,171,242,90
63,0,null,0,0,0
114,0,null,0,0,0
1002,0,null,0,0,0
168,0,null,0,0,0
169,0,null,0,0,0
185,74,null,116,293,11
38,73,null,106,39,2
205,1528,null,2351,1853,230
19,0,null,0,0,0
103,59,null,108,101,6
170,182,null,320,1393,566
175,85,null,130,53,14
97,0,null,0,0,0
71,72,null,105,46,4
133,0,null,0,0,0
96,871,null,1467,2115,571
135,0,null,0,0,0
78,0,null,0,0,0
88,0,null,0,0,0
39,96,null,140,152,4
204,2066,null,3100,4675,105
194,106,null,172,268,4
77,433,null,733,2297,425
173,0,null,0,0,0
41,0,null,0,0,0
2,0,null,0,0,0
17,569,null,967,975,65
174,0,null,0,0,0
136,365,null,724,1997,200
118,496,null,824,1302,56
197,0,null,0,0,0
191,0,null,0,0,0
117,107,null,174,627,35
160,62,null,89,113,8
85,0,null,0,0,0
131,0,null,0,0,0
61,108,null,168,485,244
165,52,null,73,166,32
82,173,null,271,845,197
166,22,null,26,26,2
192,0,null,0,0,0
64,0,null,0,0,0
123,0,null,0,0,0
62,448,null,821,1966,269
100,138,null,209,165,1
1003,0,null,0,0,0
1004,0,null,0,0,0
171,0,null,0,0,0
147,0,null,0,0,0
40,103,null,150,97,3
4,322,null,556,474,51
119,657,null,1189,3599,76
23,0,null,0,0,0
84,0,null,0,0,0
35,0,null,0,0,0
87,195,null,283,560,7
93,148,null,190,72,6
101,0,null,0,0,0
157,0,null,0,0,0
159,0,null,0,0,0
134,0,null,0,0,0
28,0,null,0,0,0
176,151,null,233,127,58
125,465,null,788,1820,107
94,0,null,0,0,0
30,75,null,117,97,2
69,931,null,1909,6022,632
139,226,null,354,252,36
161,0,null,0,0,0
10,25,null,31,6,0
145,68,null,138,442,18
79,459,null,746,1998,268
86,154,null,257,532,477
3,0,null,0,0,0
81,0,null,0,0,0
8,0,null,0,0,0
32,0,null,0,0,0
189,848,null,1651,4160,405
181,0,null,0,0,0
22,0,null,0,0,0
193,0,null,0,0,0
60,101,null,150,279,5
156,205,null,321,195,15
7,204,null,340,396,15
130,675,null,1170,4333,39
37,307,null,485,1292,277
126,0,null,0,0,0
172,0,null,0,0,0
36,106,null,168,666,14
90,1085,null,1862,1731,89
142,218,null,392,1462,128
45,90,null,136,311,2
14,71,null,134,150,79
128,0,null,0,0,0
129,0,null,0,0,0
25,0,null,0,0,0
206,0,null,0,0,0
18,478,null,837,1378,48
112,161,null,229,378,4
163,0,null,0,0,0
91,874,null,1589,5316,272
137,0,null,0,0,0
167,350,null,586,1439,40
121,0,null,0,0,0
111,443,null,816,1839,342
