idolId,users,tweets,favs,retweets
72,312,739,1273,128
144,98,254,213,21
31,193,453,566,23
164,0,0,0,0
143,0,0,0,0
29,119,210,92,3
52,121,208,191,1
92,2441,6353,5420,195
127,0,0,0,0
54,0,0,0,0
104,627,1721,1958,144
76,0,0,0,0
65,318,695,1304,119
51,162,316,392,248
13,0,0,0,0
20,901,3020,3262,112
99,89,172,23,3
27,0,0,0,0
184,0,0,0,0
200,937,1820,3775,332
6,1596,6217,16564,622
47,91,178,145,3
150,0,0,0,0
116,256,665,526,25
113,293,794,1274,131
16,90,192,111,2
155,144,308,370,11
151,173,345,498,114
153,0,0,0,0
124,1117,3205,9239,1177
21,72,116,110,4
146,0,0,0,0
53,135,244,175,3
26,566,1396,920,316
24,406,846,1149,266
122,819,1894,3074,370
12,0,0,0,0
9,333,1035,2828,845
66,0,0,0,0
158,0,0,0,0
75,0,0,0,0
74,0,0,0,0
73,0,0,0,0
98,0,0,0,0
115,83,205,108,3
187,98,228,126,24
186,0,0,0,0
149,0,0,0,0
83,278,663,720,89
138,0,0,0,0
190,98,196,552,288
70,125,225,273,25
132,1767,4928,6025,413
48,197,534,837,67
55,1297,4698,5832,754
58,592,1298,1247,33
56,231,550,662,12
68,989,2760,3656,85
1001,0,0,0,0
102,112,186,153,56
57,696,2272,5846,92
50,0,0,0,0
154,0,0,0,0
33,0,0,0,0
11,0,0,0,0
188,394,1037,936,30
95,30,78,35,23
34,1471,4036,3896,204
140,199,418,249,10
196,408,973,3228,168
49,154,344,342,17
89,0,0,0,0
59,0,0,0,0
15,0,0,0,0
80,0,0,0,0
105,0,0,0,0
198,0,0,0,0
141,123,239,49,4
162,1437,3003,5424,853
5,0,0,0,0
120,0,0,0,0
110,63,120,51,2
67,0,0,0,0
1,0,0,0,0
195,186,438,397,122
63,0,0,0,0
114,0,0,0,0
1002,0,0,0,0
168,0,0,0,0
169,0,0,0,0
185,139,295,487,17
38,171,328,297,27
205,2407,5499,2822,365
19,0,0,0,0
103,101,292,152,6
170,300,704,1841,593
175,141,299,67,15
97,0,0,0,0
71,129,230,71,5
133,0,0,0,0
96,1377,3796,5017,1182
135,0,0,0,0
78,0,0,0,0
88,0,0,0,0
39,176,395,234,5
204,3088,7131,7304,174
194,185,408,345,7
77,628,1655,3697,894
173,0,0,0,0
41,0,0,0,0
2,0,0,0,0
17,869,2240,1979,121
174,0,0,0,0
136,537,1870,4020,406
118,779,2049,2298,84
197,0,0,0,0
191,0,0,0,0
117,187,433,780,42
160,121,219,144,9
85,0,0,0,0
131,0,0,0,0
61,174,405,671,291
165,105,205,256,35
82,321,746,1441,233
166,52,79,29,2
192,0,0,0,0
64,0,0,0,0
123,0,0,0,0
62,717,2198,2894,370
100,239,504,229,5
1003,0,0,0,0
1004,0,0,0,0
171,0,0,0,0
147,0,0,0,0
40,196,369,117,5
4,546,1308,663,99
119,1047,3201,7190,232
23,0,0,0,0
84,0,0,0,0
35,0,0,0,0
87,315,660,731,13
93,231,439,114,7
101,0,0,0,0
157,0,0,0,0
159,0,0,0,0
134,0,0,0,0
28,0,0,0,0
176,364,764,344,95
125,687,1890,3403,404
94,0,0,0,0
30,120,281,137,3
69,1409,5030,9252,845
139,360,914,597,89
161,0,0,0,0
10,61,74,11,0
145,143,397,864,25
79,754,1961,3093,297
86,253,614,615,690
3,0,0,0,0
81,0,0,0,0
8,0,0,0,0
32,0,0,0,0
189,1273,3928,7007,565
181,0,0,0,0
22,0,0,0,0
193,0,0,0,0
60,165,324,322,6
156,341,751,325,23
7,339,811,582,18
130,1066,2960,6416,53
37,492,1165,1554,299
126,0,0,0,0
172,0,0,0,0
36,191,369,948,16
90,1687,4488,3481,213
142,337,1061,2562,205
45,155,323,480,2
14,137,351,208,83
128,0,0,0,0
129,0,0,0,0
25,0,0,0,0
206,0,0,0,0
18,758,2077,2026,163
112,271,548,454,5
163,0,0,0,0
91,1418,3968,7838,505
137,0,0,0,0
167,545,1451,2786,70
121,0,0,0,0
111,702,2439,4030,903
